#,Pregunta,Fuente de Respuesta,Fuente de Pregunta,Satisfactorio,Número de Serie,Contenido de Pregunta,Respuesta de Referencia
100,Recomendacion Uso,Respuesta estándar FAQ,Fuente FAQ,Satisfactorio,100,Consulta general sobre neumáticos - recomendacion_uso 11,Gracias por su consulta. Nuestro equipo le ayudará con toda la información que necesite sobre neumáticos.
101,Garantia Servicio,Respuesta estándar FAQ,Fuente FAQ,Satisfactorio,101,¿Cuál es su tiempo de entrega?,Productos en stock: entrega inmediata. Productos por pedido: 3-5 días hábiles. Instalación a domicilio: se agenda dentro de 24-48 horas. ¿Necesita entrega urgente?
102,Garantia Servicio,Respuesta estándar FAQ,Fuente FAQ,Satisfactorio,102,¿Cuál es su garantía de las llantas?,"Ofrecemos garantía de 12 meses contra defectos de manufactura en todas nuestras llantas. La garantía no cubre desgaste normal, daños por mal uso o pinchaduras. ¿Tiene alguna llanta con problema?"
103,Garantia Servicio,Respuesta estándar FAQ,Fuente FAQ,Satisfactorio,103,¿Cuál es su formas de pago?,"Aceptamos efectivo, tarjetas de crédito/débito, transferencias bancarias y pagos en línea. Para compras mayores a $5,000 ofrecemos planes de financiamiento. ¿Cuál forma prefiere?"
104,Garantia Servicio,Respuesta estándar FAQ,Fuente FAQ,Satisfactorio,104,¿Cuál es su política de cambios?,"Aceptamos cambios dentro de 30 días si la llanta no ha sido usada y conserva etiquetas originales. Para llantas instaladas, evaluamos caso por caso. ¿Necesita realizar algún cambio?"
105,Garantia Servicio,Respuesta estándar FAQ,Fuente FAQ,Satisfactorio,105,¿Cuál es su servicio postventa?,"Ofrecemos servicio postventa completo: balanceo gratuito por 30 días, revisión de presión mensual, rotación con descuento especial y asesoría técnica. ¿Qué servicio necesita?"
106,Garantia Servicio,Respuesta estándar FAQ,Fuente FAQ,Satisfactorio,106,Consulta general sobre neumáticos - garantia_servicio 6,Gracias por su consulta. Nuestro equipo le ayudará con toda la información que necesite sobre neumáticos.
107,Garantia Servicio,Respuesta estándar FAQ,Fuente FAQ,Satisfactorio,107,Consulta general sobre neumáticos - garantia_servicio 7,Gracias por su consulta. Nuestro equipo le ayudará con toda la información que necesite sobre neumáticos.
108,Garantia Servicio,Respuesta estándar FAQ,Fuente FAQ,Satisfactorio,108,Consulta general sobre neumáticos - garantia_servicio 8,Gracias por su consulta. Nuestro equipo le ayudará con toda la información que necesite sobre neumáticos.
109,Garantia Servicio,Respuesta estándar FAQ,Fuente FAQ,Satisfactorio,109,Consulta general sobre neumáticos - garantia_servicio 9,Gracias por su consulta. Nuestro equipo le ayudará con toda la información que necesite sobre neumáticos.
110,Garantia Servicio,Respuesta estándar FAQ,Fuente FAQ,Satisfactorio,110,Consulta general sobre neumáticos - garantia_servicio 10,Gracias por su consulta. Nuestro equipo le ayudará con toda la información que necesite sobre neumáticos.
111,Garantia Servicio,Respuesta estándar FAQ,Fuente FAQ,Satisfactorio,111,Consulta general sobre neumáticos - garantia_servicio 11,Gracias por su consulta. Nuestro equipo le ayudará con toda la información que necesite sobre neumáticos.
