#,Pregunta,Fuente de Respuesta,Fuente de Pregunta,Satisfactorio,Número de Serie,Contenido de Pregunta,Respuesta de Referencia
74,Consulta marca,Guía al cliente,Cliente,Satisfactorio,74,¿Tienen neumáticos BLACKHAWK?,"Tenemos excelentes opciones de BLACKHAWK. Para mostrarle los modelos disponibles y precios exactos, necesito que me proporcione los tres parámetros de su llanta: ancho, perfil y diámetro del aro. ¿Podría verificar esta información?"
75,Consulta marca,Guía al cliente,Cliente,Satisfactorio,75,¿Qué opciones tienen de SAFERICH?,"Tenemos excelentes opciones de SAFERICH. Para mostrarle los modelos disponibles y precios exactos, necesito que me proporcione los tres parámetros de su llanta: ancho, perfil y diámetro del aro. ¿Podría verificar esta información?"
76,Consulta vehículo,Recomendación con confirmación,Cliente,Satisfactorio,76,¿Qué llantas necesita mi Chevrolet Aveo 2020?,"Para su Chevrolet Aveo 2020, la especificación más común es 185/65R15. Para confirmar y mostrarle opciones disponibles, ¿podría verificar los tres parámetros en el lateral de su llanta actual?"
77,Consulta vehículo,Recomendación con confirmación,Cliente,Satisfactorio,77,¿Qué llantas necesita mi Chevrolet Aveo 2020?,"Para su Chevrolet Aveo 2020, la especificación más común es 185/65R15. Para confirmar y mostrarle opciones disponibles, ¿podría verificar los tres parámetros en el lateral de su llanta actual?"
78,Consulta vehículo,Recomendación con confirmación,Cliente,Satisfactorio,78,¿Qué llantas necesita mi Suzuki Swift 2020?,"Para su Suzuki Swift 2020, la especificación más común es 175/70R14. Para confirmar y mostrarle opciones disponibles, ¿podría verificar los tres parámetros en el lateral de su llanta actual?"
79,Consulta vehículo,Recomendación con confirmación,Cliente,Satisfactorio,79,¿Qué llantas necesita mi Suzuki Swift 2020?,"Para su Suzuki Swift 2020, la especificación más común es 175/70R14. Para confirmar y mostrarle opciones disponibles, ¿podría verificar los tres parámetros en el lateral de su llanta actual?"
80,Consulta vehículo,Recomendación con confirmación,Cliente,Satisfactorio,80,¿Qué llantas necesita mi Mazda 3 2021?,"Para su Mazda 3 2021, la especificación más común es 205/55R16. Para confirmar y mostrarle opciones disponibles, ¿podría verificar los tres parámetros en el lateral de su llanta actual?"
81,Consulta vehículo,Recomendación con confirmación,Cliente,Satisfactorio,81,¿Qué llantas necesita mi Kia Rio 2020?,"Para su Kia Rio 2020, la especificación más común es 185/65R15. Para confirmar y mostrarle opciones disponibles, ¿podría verificar los tres parámetros en el lateral de su llanta actual?"
82,Consulta vehículo,Recomendación con confirmación,Cliente,Satisfactorio,82,¿Qué llantas necesita mi Mazda 3 2021?,"Para su Mazda 3 2021, la especificación más común es 205/55R16. Para confirmar y mostrarle opciones disponibles, ¿podría verificar los tres parámetros en el lateral de su llanta actual?"
83,Consulta vehículo,Recomendación con confirmación,Cliente,Satisfactorio,83,¿Qué llantas necesita mi Toyota Corolla 2020?,"Para su Toyota Corolla 2020, la especificación más común es 185/65R15. Para confirmar y mostrarle opciones disponibles, ¿podría verificar los tres parámetros en el lateral de su llanta actual?"
84,Consulta vehículo,Recomendación con confirmación,Cliente,Satisfactorio,84,¿Qué llantas necesita mi Honda Civic 2021?,"Para su Honda Civic 2021, la especificación más común es 185/65R15. Para confirmar y mostrarle opciones disponibles, ¿podría verificar los tres parámetros en el lateral de su llanta actual?"
85,Consulta vehículo,Recomendación con confirmación,Cliente,Satisfactorio,85,¿Qué llantas necesita mi Volkswagen Jetta 2020?,"Para su Volkswagen Jetta 2020, la especificación más común es 205/55R16. Para confirmar y mostrarle opciones disponibles, ¿podría verificar los tres parámetros en el lateral de su llanta actual?"
86,Consulta vehículo,Recomendación con confirmación,Cliente,Satisfactorio,86,¿Qué llantas necesita mi Toyota Corolla 2020?,"Para su Toyota Corolla 2020, la especificación más común es 185/65R15. Para confirmar y mostrarle opciones disponibles, ¿podría verificar los tres parámetros en el lateral de su llanta actual?"
87,Consulta vehículo,Recomendación con confirmación,Cliente,Satisfactorio,87,¿Qué llantas necesita mi Mazda 3 2021?,"Para su Mazda 3 2021, la especificación más común es 205/55R16. Para confirmar y mostrarle opciones disponibles, ¿podría verificar los tres parámetros en el lateral de su llanta actual?"
88,Consulta vehículo,Recomendación con confirmación,Cliente,Satisfactorio,88,¿Qué llantas necesita mi Hyundai Accent 2021?,"Para su Hyundai Accent 2021, la especificación más común es 185/65R15. Para confirmar y mostrarle opciones disponibles, ¿podría verificar los tres parámetros en el lateral de su llanta actual?"
89,Consulta vehículo,Recomendación con confirmación,Cliente,Satisfactorio,89,¿Qué llantas necesita mi Honda Civic 2021?,"Para su Honda Civic 2021, la especificación más común es 185/65R15. Para confirmar y mostrarle opciones disponibles, ¿podría verificar los tres parámetros en el lateral de su llanta actual?"
90,Consulta vehículo,Recomendación con confirmación,Cliente,Satisfactorio,90,¿Qué llantas necesita mi Ford Focus 2019?,"Para su Ford Focus 2019, la especificación más común es 205/55R16. Para confirmar y mostrarle opciones disponibles, ¿podría verificar los tres parámetros en el lateral de su llanta actual?"
91,Consulta servicios,Información general,Cliente,Satisfactorio,91,¿Hacen instalación?,"Sí, incluimos instalación profesional, válvula nueva y balanceo."
92,Consulta servicios,Información general,Cliente,Satisfactorio,92,¿Cuál es su dirección?,"Calz de las Armas 591, CDMX. Lunes a viernes 9:00-18:00, sábados 9:00-15:00."
93,Consulta servicios,Información general,Cliente,Satisfactorio,93,¿Hacen entregas?,"Sí, gratis en CDMX y Estado de México. Otras zonas por paquetería."
94,Consulta servicios,Información general,Cliente,Satisfactorio,94,¿Aceptan tarjetas?,"Sí, todas las tarjetas excepto American Express. Meses sin intereses disponibles."
95,Consulta servicios,Información general,Cliente,Satisfactorio,95,¿Dan garantía?,12 meses contra defectos de fábrica. Desgaste normal no incluido.
96,Consulta servicios,Información general,Cliente,Satisfactorio,96,¿Reparan llantas?,"Sí, reparación $150 pesos. Si hay daño lateral no se puede reparar."
97,Consulta servicios,Información general,Cliente,Satisfactorio,97,¿Tienen descuentos?,Ofertas adicionales disponibles en compra presencial en tienda.
98,Consulta servicios,Información general,Cliente,Satisfactorio,98,¿Cuánto tarda la instalación?,Aproximadamente 30 minutos por vehículo con cita previa.
99,Consulta servicios,Información general,Cliente,Satisfactorio,99,¿Puedo apartar una llanta?,"Sí, con el 50% de anticipo. Disponible por 15 días."
100,Consulta servicios,Información general,Cliente,Satisfactorio,100,¿Cómo pago a meses?,3 meses sin intereses con tarjetas participantes.
101,Consulta servicios,Información general,Cliente,Satisfactorio,101,¿Qué incluye el precio?,Llanta + instalación + válvula + balanceo + inflado con nitrógeno.
102,Consulta servicios,Información general,Cliente,Satisfactorio,102,¿Atienden sábados?,"Sí, sábados de 9:00 a 15:00 horas."
103,Consulta servicios,Información general,Cliente,Satisfactorio,103,¿Tienen estacionamiento?,"Sí, contamos con área de estacionamiento para clientes."
104,Consulta servicios,Información general,Cliente,Satisfactorio,104,¿Dan factura?,"Sí, facturación disponible con RFC. Se envía por correo."
105,Consulta servicios,Información general,Cliente,Satisfactorio,105,¿Hay técnicos certificados?,"Sí, todo nuestro personal está capacitado y certificado."
106,Consulta servicios,Información general,Cliente,Satisfactorio,106,¿Revisan la llanta usada?,"Sí, revisamos y damos diagnóstico gratuito del estado."
107,Consulta servicios,Información general,Cliente,Satisfactorio,107,¿Balancean con pesas?,Usamos pesas de clip y adhesivas según tipo de rin.
108,Consulta servicios,Información general,Cliente,Satisfactorio,108,¿Calibran la presión?,"Sí, verificamos y ajustamos presión según especificaciones."
109,Consulta servicios,Información general,Cliente,Satisfactorio,109,¿Rotan las llantas?,"Sí, servicio de rotación disponible. Recomendado cada 10,000 km."
110,Consulta servicios,Información general,Cliente,Satisfactorio,110,¿Tienen promociones?,Promociones especiales en tienda. Consulte al llegar.
111,Consulta servicios,Información general,Cliente,Satisfactorio,111,¿Trabajan domingos?,"No, descansamos domingos. Lunes a sábado únicamente."
